city,country,latitude,longitude,culture,adventure,nature,beaches,nightlife,cuisine,wellness,urban,seclusion,temp_avg_yearly,budget_level_encoded,HotelRating_encoded,rating_was_unknown,has_airport,is_short_trip,is_one_week,region_africa,region_asia,region_europe,region_middle_east,region_north_america,region_oceania,region_south_america,name,iata,icao,latitude_airport,longitude_airport,HotelName,Attractions
Tanna Island,Vanuatu,-19.48577845,169.33450144830016,4,4,5,4,1,3,3,1,5,25.583333333333332,2,2.0,0,0,1,1,False,False,False,False,False,True,False,Unknown,Unknown,Unknown,-1.0,-1.0,Volcano Roaring Front,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Friendly Beach - 9.8 km / 6.1 mi <br /> Sulphur Bay - 12.4 km / 7.7 mi <br /> Lenakel Port - 12.7 km / 7.9 mi <br /> Mt. Yasur - 14.4 km / 9 mi <br /> Church of Lowanatom - 16.8 km / 10.4 mi <br /> Port Resolution Beach - 24.4 km / 15.1 mi <br /> Port Resolution - 25.2 km / 15.6 mi <br /> </p><p>The preferred airport for Volcano Roaring Front is Tanna (TAH) - 21.4 km / 13.3 mi </p>
Antigua,Guatemala,14.5567814,-90.7337346,5,3,4,1,3,4,3,3,4,19.908333333333335,1,3.0,1,0,1,0,False,False,False,False,True,False,False,Unknown,Unknown,Unknown,-1.0,-1.0,Apartamentos Los Nazarenos,Not specified
Lübeck,Germany,53.866444,10.684738,4,2,3,2,3,4,3,3,3,10.058333333333334,2,3.0,1,0,1,0,False,False,True,False,False,False,False,Unknown,Unknown,Unknown,-1.0,-1.0,TravemÜnde Ferienwohnung Am Meer,Not specified
Giza,Egypt,29.9870753,31.2118063,5,3,3,1,2,4,2,3,2,23.46666666666667,2,3.0,0,0,1,0,True,False,False,False,False,False,False,Unknown,Unknown,Unknown,-1.0,-1.0,Sasha House,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Sound and Light Theater - 1.4 km / 0.9 mi <br /> Giza Plateau - 1.5 km / 0.9 mi <br /> Giza Pyramid Complex - 1.5 km / 0.9 mi <br /> Pyramid of Khufu - 2 km / 1.2 mi <br /> Giza Solar Boat Museum - 2.3 km / 1.4 mi <br /> Keops Pyramid - 2.6 km / 1.6 mi <br /> Pyramid of Khafre - 2.7 km / 1.7 mi <br /> Pyramid of Menkaure - 3.1 km / 1.9 mi <br /> Great Sphinx of Giza - 1.6 km / 1 mi <br /> The Grand Egyptian Museum - 6 km / 3.7 mi <br /> Giza Zoo - 9.4 km / 5.8 mi <br /> Nile - 9.4 km / 5.8 mi <br /> First Mall Cairo - 10 km / 6.2 mi <br /> Dr. Ragab s Pharaonic Village - 10.4 km / 6.4 mi <br /> Orman Botanical Gardens - 10.4 km / 6.5 mi <br /> </p><p>The nearest airports are:<br />Cairo Intl. Airport (CAI) - 47.1 km / 29.3 mi<br /> Giza (SPX-Sphinx Intl.) - 36.2 km / 22.5 mi<br /> </p><p></p>
Manama,Bahrain,26.2235041,50.5822436,4,3,2,3,4,4,3,4,2,28.208333333333332,2,3.0,1,0,1,0,False,False,False,True,False,False,False,Unknown,Unknown,Unknown,-1.0,-1.0,The Grand Apartment,Not specified
Palawan,Philippines,11.0798978,120.93734215474105,3,4,5,5,2,3,3,2,5,27.78333333333333,1,3.0,0,0,1,1,False,True,False,False,False,False,False,Unknown,Unknown,Unknown,-1.0,-1.0,Amphibi ko Resort,Not specified
Seychelles,Seychelles,-4.6574977,55.4540146,2,3,5,5,2,4,4,2,5,27.650000000000002,3,4.0,0,0,0,1,True,False,False,False,False,False,False,Unknown,Unknown,Unknown,-1.0,-1.0,New Emerald Cove Hotel,Not specified
Kairouan,Tunisia,35.6710101,10.10062,5,2,2,1,2,3,2,3,3,21.599999999999998,1,3.0,1,0,1,0,True,False,False,False,False,False,False,Unknown,Unknown,Unknown,-1.0,-1.0,Dar Alouini,Not specified
Asturias,Spain,43.3133868,-5.94192,4,4,5,4,3,4,3,2,4,13.65,2,3.0,1,0,1,1,False,False,True,False,False,False,False,Unknown,Unknown,Unknown,-1.0,-1.0,Hotel Rural Cabrales,Not specified
Bled,Slovenia,46.3684202,14.1100595,3,4,5,2,2,3,3,2,4,7.822222222222223,2,3.0,0,0,1,0,False,False,True,False,False,False,False,Unknown,Unknown,Unknown,-1.0,-1.0,Apartments Rose In Winter,Not specified
Essaouira,Morocco,31.5118281,-9.7620903,4,3,4,4,3,4,3,3,4,19.925,1,2.0,0,0,1,0,True,False,False,False,False,False,False,Unknown,Unknown,Unknown,-1.0,-1.0,Kasbah Ouassane,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Sidi Kaouki Beach - 5.6 km / 3.5 mi <br /> Essaouira Beach - 20.6 km / 12.8 mi <br /> Essaouira Mogador Golf Course - 21.7 km / 13.5 mi <br /> Bordj el Berod - 22.3 km / 13.9 mi <br /> Place Moulay el Hassan - 25.4 km / 15.8 mi <br /> Skala de la Ville - 25.4 km / 15.8 mi <br /> Mohammed Ben Abdallah Museum - 25.4 km / 15.8 mi <br /> Skala du Port - 25.7 km / 16 mi <br /> Sidi Mbarek Waterfall - 26 km / 16.1 mi <br /> Port of Essaouira - 26 km / 16.1 mi <br /> Ounara Mosque - 41.2 km / 25.6 mi <br /> </p><p>The preferred airport for Kasbah Ouassane is Essaouira (ESU-Mogador) - 14.8 km / 9.2 mi </p>
Rostock,Germany,54.0886707,12.1400211,4,3,3,4,3,3,3,3,3,9.758333333333333,2,4.0,0,0,1,0,False,False,True,False,False,False,False,Unknown,Unknown,Unknown,-1.0,-1.0,Ostsee-Fewo-Peter,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Warnemunde Beach - 1.3 km / 0.8 mi <br /> Wilhelmshöhe - 2.1 km / 1.3 mi <br /> Meyers Mill - 3 km / 1.9 mi <br /> Warnemuende Kur Park - 3 km / 1.9 mi <br /> Warnemuende Church - 3.4 km / 2.1 mi <br /> Warnemunde Lighthouse - 3.5 km / 2.2 mi <br /> IGA Park - 3.9 km / 2.4 mi <br /> Nienhagen Beach - 4.5 km / 2.8 mi <br /> Shipbuilding and Maritime Museum - 4.9 km / 3.1 mi <br /> Hohe Düne Beach - 5 km / 3.1 mi <br /> Marina Warnemuende - 5 km / 3.1 mi <br /> Strand IGA-Park - 8.8 km / 5.4 mi <br /> Boergerende Beach - 9.5 km / 5.9 mi <br /> Markgrafenheide Beach - 9.7 km / 6 mi <br /> Conventer Atrium - 10.7 km / 6.7 mi <br /> </p><p>The nearest major airport is Rostock (RLG-Laage) - 49.6 km / 30.8 mi</p>
Biarritz,France,43.4832523,-1.5592776,3,4,4,5,3,4,4,3,3,15.049999999999999,2,3.0,1,0,1,1,False,False,True,False,False,False,False,Unknown,Unknown,Unknown,-1.0,-1.0,Apartment Oceanic,Not specified
Hvar,Croatia,43.17389195,16.55652349457852,3,3,4,5,5,4,3,3,2,18.025000000000002,2,3.0,0,0,1,1,False,False,True,False,False,False,False,Unknown,Unknown,Unknown,-1.0,-1.0,J & B Holiday House,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Stari Grad Plain - 0.1 km / 0.1 mi <br /> Momo Beach - 0.8 km / 0.5 mi <br /> Franciscan Monastery and Heritage Museum - 1.2 km / 0.7 mi <br /> Benedictine Monastery - 1.3 km / 0.8 mi <br /> Hvar Loggia - 1.4 km / 0.9 mi <br /> St Stephen s Square - 1.4 km / 0.9 mi <br /> Hvar Public Theater - 1.4 km / 0.9 mi <br /> Hvar Town Arsenal & Theater - 1.4 km / 0.9 mi <br /> Bishops Palace - 1.6 km / 1 mi <br /> St Stephen s Cathedral - 1.6 km / 1 mi <br /> Port of Hvar - 1.7 km / 1 mi <br /> Scedro - 1.9 km / 1.2 mi <br /> Hvar Fortress - 2.1 km / 1.3 mi <br /> Pokonji Dol Beach - 3.1 km / 1.9 mi <br /> Jerolim Beach - 3.3 km / 2 mi <br /> </p><p>The nearest airports are:<br />Split Airport (SPU) - 84.9 km / 52.8 mi<br /> Brac Island (BWK) - 151.5 km / 94.1 mi<br /> </p><p>The preferred airport for J & B Holiday House is Split Airport (SPU). </p>
Queenstown,New Zealand,-45.0321923,168.661,3,5,5,2,4,4,4,3,3,10.174999999999999,3,2.0,0,0,1,1,False,False,False,False,False,True,False,Unknown,Unknown,Unknown,-1.0,-1.0,Lakeside Motel Queenstown,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Lake Wakatipu - 0.1 km / 0.1 mi <br /> Steamer Wharf - 0.3 km / 0.2 mi <br /> SKYCITY Wharf Casino - 0.3 km / 0.2 mi <br /> Creative Queenstown Arts & Crafts Market - 0.4 km / 0.3 mi <br /> Steamer Wharf - 0.4 km / 0.3 mi <br /> TSS Earnslaw Steamship - 0.4 km / 0.3 mi <br /> Fear Factory Queenstown - 0.5 km / 0.3 mi <br /> Queenstown Beach - 0.5 km / 0.3 mi <br /> Toi o Tahuna - 0.5 km / 0.3 mi <br /> Skycity Queenstown Casino - 0.6 km / 0.4 mi <br /> Underwater Observatory - 0.6 km / 0.4 mi <br /> Williams Cottage - 0.7 km / 0.5 mi <br /> Queenstown Mall - 0.7 km / 0.5 mi <br /> Cookie Time - 0.8 km / 0.5 mi <br /> CaddyShack City Mini Golf - 0.8 km / 0.5 mi <br /> </p><p>The preferred airport for Lakeside Motel - Queenstown is Queenstown Intl. Airport (ZQN) - 8.3 km / 5.2 mi </p>
Puglia,Italy,40.9842539,16.6210027,4,3,4,4,3,5,4,3,4,16.925,2,3.0,1,0,1,1,False,False,True,False,False,False,False,Unknown,Unknown,Unknown,-1.0,-1.0,Antica Corte,Not specified
Keswick,United Kingdom,54.6009812,-3.1375822,3,4,5,2,2,3,3,2,4,10.125,2,3.0,0,0,1,0,False,False,True,False,False,False,False,Unknown,Unknown,Unknown,-1.0,-1.0,Babbling Brook Guest House,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Lake District - 0.1 km / 0.1 mi <br /> Keswick Museum and Art Gallery - 0.5 km / 0.3 mi <br /> Hope Park - 1 km / 0.6 mi <br /> Cumberland Pencil Museum - 1 km / 0.6 mi <br /> Theatre By The Lake - 1.1 km / 0.7 mi <br /> Crosthwaite Church - 1.7 km / 1 mi <br /> Castlerigg Stone Circle - 2.3 km / 1.4 mi <br /> Derwent Water - 2.9 km / 1.8 mi <br /> Whinlatter Forest Park - 5.4 km / 3.3 mi <br /> Lodore Falls - 5.9 km / 3.7 mi <br /> Threlkeld Quarry and Mining Museum - 6.9 km / 4.3 mi <br /> Mirehouse & Gardens - 7 km / 4.4 mi <br /> Dodd Fell - 8.6 km / 5.3 mi <br /> Bowder Stone - 8.9 km / 5.5 mi <br /> Hellvellyn - 12.7 km / 7.9 mi <br /> </p><p>The nearest airports are:<br />Carlisle (CAX) - 66 km / 41 mi<br /> Newcastle (NCL-Newcastle Intl.) - 141.5 km / 87.9 mi<br /> </p><p>The preferred airport for Babbling Brook Guest House is Newcastle (NCL-Newcastle Intl.). </p>
Lagos,Portugal,37.1027964,-8.6728689,3,4,4,5,4,4,3,3,3,18.241666666666667,2,3.0,1,0,1,1,False,False,True,False,False,False,False,Unknown,Unknown,Unknown,-1.0,-1.0,T1 Sol By Seewest,Not specified
Isle of Skye,United Kingdom,57.36300795,-6.302173669619252,3,4,5,3,1,3,3,1,5,9.833333333333334,2,3.0,0,0,1,1,False,False,True,False,False,False,False,Unknown,Unknown,Unknown,-1.0,-1.0,Eilean Iarmain,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Gallery An Talla Dearg - 0.7 km / 0.4 mi <br /> Camas Croise - 1 km / 0.6 mi <br /> Torabhaig Distillery - 5.7 km / 3.5 mi <br /> Traigh a  Chnuic - 6 km / 3.7 mi <br /> Traigh Ostaig - 9.4 km / 5.8 mi <br /> Aird Old Church Gallery - 11.8 km / 7.4 mi <br /> Armadale Castle - 12.1 km / 7.5 mi <br /> Museum of the Isles - 12.5 km / 7.8 mi <br /> Armadale Ferry Terminal - 12.6 km / 7.8 mi <br /> Magpie - 13.9 km / 8.6 mi <br /> Isle of Skye Market Square - 15.2 km / 9.5 mi <br /> Giant MacAskill Musuem - 15.8 km / 9.8 mi <br /> Mallaig Heritage Centre - 21.2 km / 13.2 mi <br /> Circular Walk - 22.1 km / 13.7 mi <br /> Skye Bridge - 22.7 km / 14.1 mi <br /> </p><p>The preferred airport for Eilean Iarmain is Glasgow International Airport (GLA) - 248.6 km / 154.4 mi </p>
Salento,Colombia,4.6373012,-75.569799,4,4,5,1,2,4,3,2,4,22.59166666666667,1,3.0,0,0,1,0,False,False,False,False,False,False,True,Unknown,Unknown,Unknown,-1.0,-1.0,Hotel Salento Real Eje Cafetero,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Calle Real - 0.1 km / 0.1 mi <br /> Main Square - 0.3 km / 0.2 mi <br /> Cocora Valley - 1.7 km / 1.1 mi <br /> Reserva Natural Acaime - 9.5 km / 5.9 mi <br /> Bosques de Cocora - 10.8 km / 6.7 mi <br /> Parque De La Vida - 17.5 km / 10.9 mi <br /> Street Stuck in Time - 20.2 km / 12.5 mi <br /> Bejuco to Basket Interpretation Center - 20.5 km / 12.7 mi <br /> Otún Quimbaya Flora and Fauna Sanctuary - 20.7 km / 12.8 mi <br /> Barbas Bremen Nature Reserve - 20.9 km / 13 mi <br /> Mirador Colina Iluminada - 21.3 km / 13.3 mi <br /> Metropolitan Cultural Convention Centre of Quindío - 21.9 km / 13.6 mi <br /> Quindio Botanical Garden - 24 km / 14.9 mi <br /> Centenario Stadium - 25.5 km / 15.8 mi <br /> Bolivar Plaza - 25.5 km / 15.9 mi <br /> </p><p>The nearest airports are:<br />Armenia (AXM-El Eden) - 41.5 km / 25.8 mi<br /> Pereira (PEI-Matecaña Intl.) - 41.8 km / 26 mi<br /> Manizales (MZL-La Nubia) - 94.1 km / 58.5 mi<br /> Cartago (CRC-Santa Ana) - 64.4 km / 40 mi<br /> </p><p>The preferred airport for Hotel Salento Real Eje Cafetero is Armenia (AXM-El Eden). </p>
Macau,China,22.1757605,113.5514142,4,3,2,2,5,4,3,5,2,23.641666666666666,2,3.0,0,0,1,1,False,True,False,False,False,False,False,Unknown,Unknown,Unknown,-1.0,-1.0,Jinjiang Inn Border Gate,Not specified
Hallstatt,Austria,47.5621698,13.6486697,4,3,5,2,2,3,3,2,4,10.290909090909091,2,4.0,0,0,0,0,False,False,True,False,False,False,False,Unknown,Unknown,Unknown,-1.0,-1.0,Hallstatt Hideaway Adults only,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Hallstatt Lake - 0.1 km / 0.1 mi <br /> Hallstatt Museum - 0.2 km / 0.1 mi <br /> Hallstatt Central Square - 0.2 km / 0.1 mi <br /> Hallstatt Bone House - 0.3 km / 0.2 mi <br /> Parish of the Assumption - 0.3 km / 0.2 mi <br /> Hallstatt Salt Mines - 0.6 km / 0.4 mi <br /> Hallstatt Skywalk - 1.8 km / 1.1 mi <br /> Dachstein Krippenstein - 5 km / 3.1 mi <br /> Gjaid Cable Car - 7.6 km / 4.7 mi <br /> Dachstein Ice Caves - 8.2 km / 5.1 mi <br /> Mammoth Cave - 8.2 km / 5.1 mi <br /> Krippenstein II Ski Lift - 8.2 km / 5.1 mi <br /> Hallstatt-Dachstein - Salzkammergut Cultural Landscape - 8.3 km / 5.2 mi <br /> Krippenstein Cable Car - 8.4 km / 5.2 mi <br /> 5 Fingers - 12.7 km / 7.9 mi <br /> </p><p>The preferred airport for Hallstatt Hideaway - Adults only is W.A. Mozart Airport (SZG) - 78.9 km / 49 mi </p>
Bath,United Kingdom,51.3813864,-2.3596963,5,2,3,1,3,4,5,3,3,11.283333333333333,2,4.0,0,0,1,0,False,False,True,False,False,False,False,Unknown,Unknown,Unknown,-1.0,-1.0,The King's Retreat,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Theatre Royal Bath - 0.2 km / 0.1 mi <br /> The Little Theatre Cinema - 0.2 km / 0.1 mi <br /> Little Solsbury Hill - 0.3 km / 0.2 mi <br /> Roman Baths - 0.3 km / 0.2 mi <br /> Chapel Arts Centre - 0.3 km / 0.2 mi <br /> Thermae Bath Spa - 0.4 km / 0.2 mi <br /> Bath Abbey - 0.4 km / 0.2 mi <br /> Queens Square - 0.4 km / 0.3 mi <br /> Bath Christmas Market - 0.4 km / 0.3 mi <br /> Jane Austen Centre - 0.5 km / 0.3 mi <br /> Guildhall - 0.5 km / 0.3 mi <br /> Bath Visitor Centre - 0.5 km / 0.3 mi <br /> SouthGate Bath - 0.5 km / 0.3 mi <br /> Kennet & Avon Canal - 0.5 km / 0.3 mi <br /> Sally Lunn s - 0.5 km / 0.3 mi <br /> </p><p>The nearest major airport is Bristol International Airport (BRS) - 31.2 km / 19.4 mi</p>
Suva,Fiji,-18.1415884,178.4421662,3,3,4,3,3,3,3,3,2,25.34166666666667,2,3.0,0,0,1,1,False,False,False,False,False,True,False,Unknown,Unknown,Unknown,-1.0,-1.0,Five Princes Hotel,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Mariamma Temple - 1.1 km / 0.7 mi <br /> Centenary Methodist Church - 2.4 km / 1.5 mi <br /> Suva Municipal Market - 2.4 km / 1.5 mi <br /> Shree Laxmi Narayan Temple - 2.5 km / 1.6 mi <br /> Champagnat Park - 2.8 km / 1.7 mi <br /> Roman Catholic Cathedral - 3 km / 1.9 mi <br /> Holy Trinity Cathedral - 3.2 km / 2 mi <br /> University of the South Pacific - 3.2 km / 2 mi <br /> Fiji Golf Club - 3.3 km / 2 mi <br /> Albert Park - 3.4 km / 2.1 mi <br /> Thurston Gardens - 3.5 km / 2.2 mi <br /> Government Building - 3.6 km / 2.3 mi <br /> Fiji Museum - 3.7 km / 2.3 mi <br /> Fiji National Stadium - 3.9 km / 2.4 mi <br /> Parliament of Fiji - 4.7 km / 2.9 mi <br /> </p><p>The nearest airports are:<br />Nadi Intl. Airport (NAN) - 192.9 km / 119.9 mi<br /> Suva (SUV-Nausori) - 20 km / 12.4 mi<br /> </p><p></p>
Salvador da Bahia,Brazil,-13.2432762,-43.3742847,5,3,4,4,4,5,3,3,2,27.15833333333333,2,4.0,0,0,1,1,False,False,False,False,False,False,True,Unknown,Unknown,Unknown,-1.0,-1.0,Pestana Convento do Carmo Hotel,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Fundacao Casa de Jorge Amado - 0.4 km / 0.2 mi <br /> Nigeria House - 0.4 km / 0.2 mi <br /> Afro Brazilian Museum (MAFRO) - 0.6 km / 0.4 mi <br /> Cathedral of Salvador - 0.6 km / 0.4 mi <br /> Terreiro de Jesus - 0.7 km / 0.4 mi <br /> São Francisco Church and Convent of Salvador - 0.7 km / 0.4 mi <br /> Se Square - 0.7 km / 0.5 mi <br /> Capoeira Fortress - 0.8 km / 0.5 mi <br /> Rio Blanco Palace - 1 km / 0.6 mi <br /> All Saints Bay - 1.2 km / 0.8 mi <br /> Mercado Modelo - 1.3 km / 0.8 mi <br /> Fonte Nova Stadium - 1.3 km / 0.8 mi <br /> Sao Marcelo Fort - 1.4 km / 0.9 mi <br /> Castro Alves Square - 1.4 km / 0.9 mi <br /> Lacerda Elevator - 1.4 km / 0.9 mi <br /> </p><p>The preferred airport for Pestana Convento do Carmo Hotel is Salvador (SSA-Deputado Luis Eduardo Magalhaes Intl.) - 24.4 km / 15.1 mi </p>
Siwa Oasis,Egypt,29.215497900000003,25.468972583438237,4,3,5,1,1,3,4,1,5,22.65833333333333,1,2.0,0,0,1,0,True,False,False,False,False,False,False,Unknown,Unknown,Unknown,-1.0,-1.0,Kelany Hotel,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Siwa Central Square - 0.2 km / 0.1 mi <br /> House of Siwa Museum - 0.4 km / 0.2 mi <br /> Fortress of Shali - 0.5 km / 0.3 mi <br /> Gebel al-Mawta - 1.5 km / 0.9 mi <br /> Hill of the Dead - 1.5 km / 0.9 mi <br /> Siwa Oasis - 2.6 km / 1.6 mi <br /> Temple of the Oracle - 2.8 km / 1.8 mi <br /> Cleopatras Bath - 3.5 km / 2.2 mi <br /> Fatnas Island - 4.4 km / 2.7 mi <br /> Az-Zeitun - 4.9 km / 3 mi <br /> Shiatta - 4.9 km / 3 mi <br /> Bilad ar-Rum - 4.9 km / 3 mi <br /> Abu Shuruf - 4.9 km / 3 mi <br /> Ain Qurayshat - 4.9 km / 3 mi <br /> Kharmisah - 4.9 km / 3 mi <br /> </p><p>The nearest airports are:<br />Alexandria (HBE-Borg El Arab) - 562.7 km / 349.7 mi<br /> Alexandria (ALY-Alexandria Intl.) - 594.5 km / 369.4 mi<br /> </p><p></p>
Nara,Japan,34.2963089,135.8816819,5,2,4,1,2,4,3,3,4,17.0,2,4.0,0,0,1,0,False,True,False,False,False,False,False,Unknown,Unknown,Unknown,-1.0,-1.0,Noborioji Hotel Nara,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Nara Park - 0.3 km / 0.2 mi <br /> Nara Prefectural Art Museum - 0.4 km / 0.3 mi <br /> Nara Prefectural Cultural Hall - 0.4 km / 0.3 mi <br /> Kofuku-ji Temple - 0.5 km / 0.3 mi <br /> Kofuku-ji National Treasure Hall - 0.5 km / 0.3 mi <br /> Sarusawa-ike - 0.6 km / 0.3 mi <br /> Nara Woman s University - 0.6 km / 0.4 mi <br /> Nara National Museum - 0.6 km / 0.4 mi <br /> Okumura Commemorative Museum - 0.8 km / 0.5 mi <br /> Isui-en Garden - 0.8 km / 0.5 mi <br /> Nara Craft Museum - 0.8 km / 0.5 mi <br /> Nara Information Center - 0.9 km / 0.6 mi <br /> Gango-ji Temple - 0.9 km / 0.6 mi <br /> Todaiji Temple Cultural Center - 1.3 km / 0.8 mi <br /> Todaiji Temple - 1.3 km / 0.8 mi <br /> </p><p>The nearest major airport is Itami Airport (ITM) - 46.8 km / 29.1 mi</p>
Port Vila,Vanuatu,-17.7414972,168.3150163,3,4,5,4,2,3,4,2,4,24.833333333333332,2,4.0,0,0,1,1,False,False,False,False,False,True,False,Unknown,Unknown,Unknown,-1.0,-1.0,Paradise Point Escape,Not specified
Sardinia,Italy,40.0912813,9.0305773,3,4,5,5,3,4,4,3,4,17.891666666666666,2,1.0,0,0,1,1,False,False,True,False,False,False,False,Unknown,Unknown,Unknown,-1.0,-1.0,Home Mini Resort,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Maddalena Beach - 0.5 km / 0.3 mi <br /> Golfo degli Angeli - 0.5 km / 0.3 mi <br /> Monte Arcosu Nature Reserve - 8 km / 5 mi <br /> Gutturu Mannu Regional Nature Park - 8.7 km / 5.4 mi <br /> Santa Gilla Lagoon - 11.9 km / 7.4 mi <br /> Spiaggia di Giorgino - 14.6 km / 9.1 mi <br /> Church of Sant Efisio a Giorgino - 15.7 km / 9.7 mi <br /> Church of San Simone - 15.7 km / 9.7 mi <br /> Cagliari Cruise Port - 15.8 km / 9.8 mi <br /> Port of Cagliari - 16.1 km / 10 mi <br /> Cagliari City Hall - 16.3 km / 10.1 mi <br /> Capitol Arte Contemporane - 16.4 km / 10.2 mi <br /> Church of Sant Agostino - 16.5 km / 10.3 mi <br /> Church of Santo Sepolcro - 16.7 km / 10.4 mi <br /> Piazza Yenne - 16.7 km / 10.4 mi <br /> </p><p>The nearest major airport is Elmas Airport (CAG) - 22.2 km / 13.8 mi</p>
Monteverde,Costa Rica,10.29115145,-84.81364393886889,3,5,5,1,2,3,3,1,4,20.575,2,3.0,1,0,1,1,False,False,False,False,True,False,False,Unknown,Unknown,Unknown,-1.0,-1.0,Above The Gulf Vacation House,Not specified
Ghent,Belgium,51.0538286,3.7250121,5,2,3,1,4,4,3,4,2,11.933333333333332,2,3.0,0,0,1,0,False,False,True,False,False,False,False,Unknown,Unknown,Unknown,-1.0,-1.0,A Flemish Tale,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>University Auditorium - 0.1 km / 0.1 mi <br /> Hotel d Hane Steenhuyse - 0.1 km / 0.1 mi <br /> Masons  Guild Hall - 0.2 km / 0.1 mi <br /> Ghent Cloth Hall - 0.3 km / 0.2 mi <br /> Belfry of Ghent - 0.3 km / 0.2 mi <br /> St. Nicholas  Church - 0.3 km / 0.2 mi <br /> Flemish Opera Ghent - 0.3 km / 0.2 mi <br /> Saint Bavo Cathedral - 0.3 km / 0.2 mi <br /> Korenmarkt Square - 0.3 km / 0.2 mi <br /> Ghent Town Hall - 0.4 km / 0.2 mi <br /> St. Michael s Bridge - 0.4 km / 0.2 mi <br /> Ghent Christmas Market - 0.4 km / 0.2 mi <br /> Royal Dutch Theatre - 0.4 km / 0.2 mi <br /> Achtersikkel - 0.4 km / 0.3 mi <br /> Court of Ryhove - 0.5 km / 0.3 mi <br /> </p><p>The nearest airports are:<br />Brussels Airport (BRU) - 66.7 km / 41.4 mi<br /> Charleroi (CRL-Brussels South Charleroi) - 105.9 km / 65.8 mi<br /> </p><p></p>
Sapa,Vietnam,22.3359246,103.8426749,4,4,5,1,2,3,3,2,4,15.875,1,2.0,0,0,1,1,False,True,False,False,False,False,False,Unknown,Unknown,Unknown,-1.0,-1.0,Sapa Ruby Hotel,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Cable Car Station Sapa - 0.3 km / 0.2 mi <br /> Quang Truong Square - 0.3 km / 0.2 mi <br /> Sapa Museum - 0.3 km / 0.2 mi <br /> Sapa Cathedral - 0.5 km / 0.3 mi <br /> Ham Rong Mountain - 1.1 km / 0.7 mi <br /> Sapa Lake - 1.1 km / 0.7 mi <br /> Sapa Radio Tower - 1.4 km / 0.9 mi <br /> Sapa Market - 1.7 km / 1.1 mi <br /> Muong Hoa Valley - 1.9 km / 1.2 mi <br /> Silver Waterfall - 11.9 km / 7.4 mi <br /> Golden Stream and Love Waterfall - 13.7 km / 8.5 mi <br /> Fan Si Pan - 14 km / 8.7 mi <br /> Thuy Hoa Park - 35.5 km / 22.1 mi <br /> Den Mau Temple - 36.2 km / 22.5 mi <br /> China-Vietnam Border Crossing - 36.3 km / 22.6 mi <br /> </p>
Da Lat,Vietnam,11.9373899,108.4286786,3,4,5,1,2,4,4,3,4,20.266666666666666,1,3.0,0,0,1,0,False,True,False,False,False,False,False,Unknown,Unknown,Unknown,-1.0,-1.0,Golf 1,Not specified
Takayama,Japan,36.1396246,137.2510322,5,2,4,1,2,4,3,2,4,13.218181818181819,2,2.0,0,0,1,0,False,True,False,False,False,False,False,Unknown,Unknown,Unknown,-1.0,-1.0,Spa Inn Oyado Iguchi,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Inro Museum (Inro Bijitsukan) - 0.3 km / 0.2 mi <br /> Yoshijima House - 0.4 km / 0.2 mi <br /> Kusakabe Folk Museum - 0.4 km / 0.2 mi <br /> Takayama Yatai Kaikan - 0.4 km / 0.3 mi <br /> Sakurayama-Jinja - 0.4 km / 0.3 mi <br /> Takayama Festival Floats Exhibition Hall - 0.5 km / 0.3 mi <br /> Karakuri Museum - 0.5 km / 0.3 mi <br /> Lion Dance Ceremony Exhibition Hall - 0.5 km / 0.3 mi <br /> Hidasoja - 0.5 km / 0.3 mi <br /> Morning Markets - 0.5 km / 0.3 mi <br /> Miyagawa Morning Market - 0.6 km / 0.4 mi <br /> Takayama Showa Kan - 0.7 km / 0.4 mi <br /> Takayama Traditional Buildings Preservation Area - 0.7 km / 0.4 mi <br /> Fujii Folk Museum - 0.8 km / 0.5 mi <br /> Takayama Tourist Information Center - 0.8 km / 0.5 mi <br /> </p><p>The preferred airport for Spa Inn Oyado Iguchi is Chubu Centrair Intl. Airport (NGO) - 190.9 km / 118.6 mi </p>
